Date	     Extent (million sq km)
04-1987	15.151
04-1987	14.991
04-1987	14.869
04-1987	14.742
04-1987	14.629
04-1987	14.553
05-1987	14.292
05-1987	14.241
05-1987	14.118
05-1987	13.996
05-1987	13.932
05-1987	13.886
05-1987	13.806
05-1987	13.735
05-1987	13.72
05-1987	13.596
05-1987	13.406
05-1987	13.417
05-1987	13.423
05-1987	13.342
05-1987	13.234
06-1987	13.042
06-1987	12.995
06-1987	12.866
06-1987	12.739
06-1987	12.677
06-1987	12.658
06-1987	12.553
06-1987	12.482
06-1987	12.474
06-1987	12.396
06-1987	12.288
06-1987	12.217
06-1987	12.067
06-1987	11.956
06-1987	11.875
07-1987	11.423
07-1987	11.329
07-1987	11.232
07-1987	11.126
07-1987	11.021
07-1987	10.819
07-1987	10.632
07-1987	10.525
07-1987	10.312
07-1987	10.068
07-1987	9.89
07-1987	9.711
07-1987	9.62
07-1987	9.469
07-1987	9.165
07-1987	8.979
08-1987	8.67
08-1987	8.371
08-1987	8.242
08-1987	8.165
08-1987	8.072
08-1987	7.793
08-1987	7.557
08-1987	7.382
08-1987	7.39
08-1987	7.319
08-1987	7.21
08-1987	7.21
08-1987	7.265
08-1987	7.216
08-1987	7.157
08-1987	7.145
08-1987	7.079
08-1987	7.123
08-1987	7.041
08-1987	7.019
08-1987	7.072
09-1987	6.967
09-1987	6.89
09-1987	6.909
09-1987	7.008
09-1987	7.041
09-1987	7.059
09-1987	7.087
09-1987	7.041
09-1987	7.145
09-1987	7.106
09-1987	7.121
09-1987	7.127
09-1987	7.174
09-1987	7.19
09-1987	7.177
09-1987	7.117
09-1987	7.223
09-1987	7.205
09-1987	7.233
09-1987	7.353
09-1987	7.397
09-1987	7.459
09-1987	7.51
09-1987	7.571
09-1987	7.648
09-1987	7.665
09-1987	7.653
09-1987	7.694
09-1987	7.757
09-1987	7.834
10-1987	8.039
10-1987	8.221
10-1987	8.311
10-1987	8.508
10-1987	8.486
10-1987	8.587
10-1987	8.635
10-1987	8.675
10-1987	8.691
10-1987	8.851
10-1987	8.874
10-1987	8.837
10-1987	8.984
10-1987	9.088
10-1987	8.996
10-1987	8.997
10-1987	9.04
10-1987	9.046
10-1987	9.141
10-1987	9.228
10-1987	9.322
10-1987	9.441
10-1987	9.471
10-1987	9.498
10-1987	9.468
10-1987	9.448
10-1987	9.478
10-1987	9.587
10-1987	9.709
10-1987	9.867
10-1987	9.988
11-1987	10.163
11-1987	10.214
11-1987	10.256
11-1987	10.297
11-1987	10.381
11-1987	10.404
11-1987	10.482
11-1987	10.599
11-1987	10.679
11-1987	10.771
11-1987	10.89
11-1987	10.973
11-1987	11.139
11-1987	11.203
11-1987	11.302
11-1987	11.436
11-1987	11.508
11-1987	11.448
11-1987	11.485
11-1987	11.592
11-1987	11.635
11-1987	11.712
11-1987	11.745
11-1987	11.847
11-1987	11.934
11-1987	12.003
11-1987	12.073
11-1987	12.137
11-1987	12.185
11-1987	12.228
12-1987	12.497
12-1987	12.584
01-1988	14.826
01-1988	14.854
01-1988	14.973
01-1988	14.987
01-1988	15
01-1988	15.051
01-1988	15.047
01-1988	15.049
01-1988	15.113
01-1988	15.09
01-1988	15.085
01-1988	15.022
01-1988	15.02
01-1988	15.115
01-1988	15.163
01-1988	15.241
01-1988	15.278
01-1988	15.362
01-1988	15.443
02-1988	15.56
02-1988	15.568
02-1988	15.462
02-1988	15.479
02-1988	15.413
02-1988	15.448
02-1988	15.313
02-1988	15.309
02-1988	15.276
02-1988	15.304
02-1988	15.292
02-1988	15.326
02-1988	15.332
02-1988	15.363
02-1988	15.379
02-1988	15.476
02-1988	15.443
02-1988	15.471
02-1988	15.546
02-1988	15.639
02-1988	15.73
02-1988	15.831
02-1988	16.015
02-1988	15.906
02-1988	15.836
02-1988	15.962
02-1988	16.017
02-1988	16.111
02-1988	16.111
03-1988	16.129
03-1988	16.162
03-1988	16.179
03-1988	16.099
03-1988	16.137
03-1988	16.169
03-1988	16.24
03-1988	16.247
03-1988	16.244
03-1988	16.309
03-1988	16.296
03-1988	16.276
03-1988	16.182
03-1988	16.013
03-1988	15.983
03-1988	15.96
03-1988	15.847
03-1988	15.871
03-1988	15.835
03-1988	15.815
03-1988	15.758
03-1988	15.861
03-1988	15.781
03-1988	15.743
03-1988	15.702
03-1988	15.748
03-1988	15.737
03-1988	15.676
03-1988	15.63
03-1988	15.522
03-1988	15.523
04-1988	15.523
04-1988	15.562
04-1988	15.598
04-1988	15.601
04-1988	15.534
04-1988	15.514
04-1988	15.536
04-1988	15.49
04-1988	15.489
04-1988	15.447
04-1988	15.341
04-1988	15.273
04-1988	15.193
04-1988	15.179
04-1988	15.164
04-1988	15.152
04-1988	15.107
04-1988	15.031
04-1988	15.062
04-1988	15.037
04-1988	14.91
04-1988	14.917
04-1988	14.829
04-1988	14.62
04-1988	14.617
04-1988	14.584
04-1988	14.637
04-1988	14.635
04-1988	14.578
04-1988	14.54
05-1988	14.362
05-1988	14.318
05-1988	14.298
05-1988	14.234
05-1988	14.159
05-1988	14.112
05-1988	14.057
05-1988	14.02
05-1988	13.957
05-1988	13.909
05-1988	13.827
05-1988	13.765
05-1988	13.696
05-1988	13.657
05-1988	13.599
05-1988	13.589
05-1988	13.513
05-1988	13.486
05-1988	13.391
05-1988	13.289
05-1988	13.224
05-1988	13.17
05-1988	13.125
05-1988	13.098
05-1988	13.078
05-1988	13.034
05-1988	12.983
05-1988	12.918
05-1988	12.871
05-1988	12.828
05-1988	12.82
06-1988	12.608
06-1988	12.527
06-1988	12.448
06-1988	12.451
06-1988	12.454
06-1988	12.411
06-1988	12.384
06-1988	12.336
06-1988	12.211
06-1988	12.177
06-1988	12.183
06-1988	12.116
06-1988	12.048
06-1988	12.044
06-1988	12.045
06-1988	11.961
06-1988	11.978
06-1988	11.869
06-1988	11.803
06-1988	11.739
06-1988	11.752
06-1988	11.693
06-1988	11.571
06-1988	11.543
06-1988	11.635
06-1988	11.39
06-1988	11.376
06-1988	11.267
06-1988	11.145
06-1988	11.138
07-1988	10.98
07-1988	10.919
07-1988	10.885
07-1988	10.769
07-1988	10.712
07-1988	10.61
07-1988	10.49
07-1988	10.387
07-1988	10.306
07-1988	10.267
07-1988	10.218
07-1988	10.141
07-1988	9.982
07-1988	9.939
07-1988	9.765
07-1988	9.738
07-1988	9.719
07-1988	9.673
07-1988	9.568
07-1988	9.527
07-1988	9.459
07-1988	9.376
07-1988	9.191
07-1988	9.045
07-1988	9.095
07-1988	9.09
07-1988	8.995
07-1988	8.925
07-1988	8.803
07-1988	8.778
07-1988	8.717
08-1988	8.588
08-1988	8.518
08-1988	8.478
08-1988	8.427
08-1988	8.382
08-1988	8.413
08-1988	8.355
08-1988	8.399
08-1988	8.27
08-1988	8.107
08-1988	8.114
08-1988	8.017
08-1988	8.005
08-1988	7.949
08-1988	7.922
08-1988	7.865
08-1988	7.84
08-1988	7.731
08-1988	7.719
08-1988	7.735
08-1988	7.719
08-1988	7.635
08-1988	7.524
08-1988	7.5
08-1988	7.372
08-1988	7.442
08-1988	7.442
08-1988	7.298
08-1988	7.264
08-1988	7.302
08-1988	7.307
09-1988	7.189
09-1988	7.217
09-1988	7.205
09-1988	7.183
09-1988	7.18
09-1988	7.181
09-1988	7.213
09-1988	7.144
09-1988	7.175
09-1988	7.121
09-1988	7.048
09-1988	7.144
09-1988	7.198
09-1988	7.208
09-1988	7.276
09-1988	7.294
09-1988	7.394
09-1988	7.409
09-1988	7.438
09-1988	7.449
09-1988	7.455
09-1988	7.462
09-1988	7.5
09-1988	7.477
09-1988	7.57
09-1988	7.653
09-1988	7.669
09-1988	7.766
09-1988	7.873
09-1988	7.979
10-1988	8.069
10-1988	8.185
10-1988	8.155
10-1988	8.232
10-1988	8.305
10-1988	8.482
10-1988	8.575
10-1988	8.649
10-1988	8.675
10-1988	8.77
10-1988	8.81
10-1988	8.868
10-1988	8.959
10-1988	9.171
10-1988	9.289
10-1988	9.358
10-1988	9.34
10-1988	9.34
10-1988	9.377
10-1988	9.421
10-1988	9.445
10-1988	9.537
10-1988	9.561
10-1988	9.61
10-1988	9.7
10-1988	9.797
10-1988	9.828
10-1988	9.8
10-1988	9.879
10-1988	9.978
10-1988	10.021
11-1988	10.162
11-1988	10.21
11-1988	10.36
11-1988	10.373
11-1988	10.391
11-1988	10.436
11-1988	10.555
11-1988	10.642
11-1988	10.767
11-1988	10.895
11-1988	10.951
11-1988	11.069
11-1988	11.175
11-1988	11.297
11-1988	11.397
11-1988	11.512
11-1988	11.511
11-1988	11.523
11-1988	11.574
11-1988	11.667
11-1988	11.761
11-1988	11.913
11-1988	11.997
11-1988	12.055
11-1988	12.096
11-1988	12.116
11-1988	12.203
11-1988	12.326
11-1988	12.465
11-1988	12.526
12-1988	12.699
12-1988	12.704
12-1988	12.827
12-1988	12.905
12-1988	13.008
12-1988	13.117
12-1988	13.181
12-1988	13.292
12-1988	13.303
12-1988	13.374
12-1988	13.437
12-1988	13.512
12-1988	13.629
12-1988	13.695
12-1988	13.746
12-1988	13.749
12-1988	13.778
12-1988	13.747
12-1988	13.819
12-1988	13.815
12-1988	13.919
12-1988	13.976
12-1988	14.099
12-1988	14.071
12-1988	14.103
12-1988	14.124
12-1988	14.116
12-1988	14.115
12-1988	14.141
12-1988	14.18
12-1988	14.211
01-1989	14.261
01-1989	14.313
01-1989	14.402
01-1989	14.417
01-1989	14.381
01-1989	14.359
01-1989	14.42
01-1989	14.548
01-1989	14.701
01-1989	14.755
01-1989	14.819
01-1989	14.886
01-1989	14.921
01-1989	14.997
01-1989	15.011
01-1989	14.956
01-1989	15.012
01-1989	15.08
01-1989	15.166
01-1989	15.165
01-1989	15.265
01-1989	15.288
01-1989	15.378
01-1989	15.369
01-1989	15.38
01-1989	15.373
01-1989	15.43
01-1989	15.502
01-1989	15.364
01-1989	15.319
01-1989	15.361
02-1989	15.386
02-1989	15.427
02-1989	15.454
02-1989	15.378
02-1989	15.482
02-1989	15.463
02-1989	15.485
02-1989	15.515
02-1989	15.577
02-1989	15.594
02-1989	15.473
02-1989	15.383
02-1989	15.424
02-1989	15.465
02-1989	15.503
02-1989	15.368
02-1989	15.314
02-1989	15.396
02-1989	15.455
02-1989	15.469
02-1989	15.467
02-1989	15.534
02-1989	15.571
02-1989	15.638
02-1989	15.664
02-1989	15.655
02-1989	15.68
02-1989	15.655
03-1989	15.557
03-1989	15.607
03-1989	15.686
03-1989	15.72
03-1989	15.689
03-1989	15.766
03-1989	15.646
03-1989	15.564
03-1989	15.442
03-1989	15.388
03-1989	15.409
03-1989	15.295
03-1989	15.367
03-1989	15.385
03-1989	15.413
03-1989	15.338
03-1989	15.295
03-1989	15.308
03-1989	15.4
03-1989	15.431
03-1989	15.464
03-1989	15.397
03-1989	15.362
03-1989	15.329
03-1989	15.283
03-1989	15.235
03-1989	15.238
03-1989	15.302
03-1989	15.277
03-1989	15.281
03-1989	15.248
04-1989	15.116
04-1989	14.993
04-1989	14.933
04-1989	15.029
04-1989	15.012
04-1989	14.968
04-1989	14.857
04-1989	14.772
04-1989	14.724
04-1989	14.656
04-1989	14.648
04-1989	14.591
04-1989	14.516
04-1989	14.349
04-1989	14.37
04-1989	14.265
04-1989	14.239
04-1989	14.064
04-1989	14.004
04-1989	13.996
04-1989	13.959
04-1989	13.963
04-1989	13.929
04-1989	13.898
04-1989	13.794
04-1989	13.754
04-1989	13.679
04-1989	13.627
04-1989	13.577
04-1989	13.57
05-1989	13.363
05-1989	13.342
05-1989	13.369
05-1989	13.319
05-1989	13.252
05-1989	13.25
05-1989	13.24
05-1989	13.247
05-1989	13.189
05-1989	13.187
05-1989	13.122
05-1989	13.094
05-1989	13.058
05-1989	13.084
05-1989	13.051
05-1989	13.008
05-1989	12.975
05-1989	12.922
05-1989	13.027
05-1989	12.96
05-1989	12.923
05-1989	12.886
05-1989	12.874
05-1989	12.856
05-1989	12.878
05-1989	12.849
05-1989	12.853
05-1989	12.807
05-1989	12.823
05-1989	12.766
05-1989	12.794
06-1989	12.729
06-1989	12.687
06-1989	12.643
06-1989	12.638
06-1989	12.641
06-1989	12.601
06-1989	12.561
06-1989	12.541
06-1989	12.506
06-1989	12.452
06-1989	12.422
06-1989	12.455
06-1989	12.414
06-1989	12.341
06-1989	12.336
06-1989	12.308
06-1989	12.235
06-1989	12.233
06-1989	12.171
06-1989	12.118
06-1989	12.066
06-1989	11.966
06-1989	11.957
06-1989	11.927
06-1989	11.892
06-1989	11.804
06-1989	11.749
06-1989	11.692
06-1989	11.635
06-1989	11.616
07-1989	11.34
07-1989	11.277
07-1989	11.128
07-1989	11.164
07-1989	11.068
07-1989	11.002
07-1989	10.914
07-1989	10.86
07-1989	10.861
07-1989	10.711
07-1989	10.633
07-1989	10.597
07-1989	10.514
07-1989	10.3
07-1989	10.199
07-1989	10.165
07-1989	10.104
07-1989	9.99
07-1989	9.837
07-1989	9.662
07-1989	9.627
07-1989	9.607
07-1989	9.497
07-1989	9.419
07-1989	9.338
07-1989	9.304
07-1989	9.13
07-1989	9.099
07-1989	8.953
07-1989	8.861
07-1989	8.86
08-1989	8.83
08-1989	8.765
08-1989	8.69
08-1989	8.548
08-1989	8.474
08-1989	8.417
08-1989	8.319
08-1989	8.295
08-1989	8.237
08-1989	8.195
08-1989	8.113
08-1989	8.048
08-1989	8.02
08-1989	7.93
08-1989	7.887
08-1989	7.906
08-1989	7.844
08-1989	7.783
08-1989	7.605
08-1989	7.527
08-1989	7.469
08-1989	7.407
08-1989	7.443
08-1989	7.457
08-1989	7.459
08-1989	7.475
08-1989	7.354
08-1989	7.351
08-1989	7.182
08-1989	7.157
08-1989	7.148
09-1989	7.088
09-1989	7.075
09-1989	7.082
09-1989	7.003
09-1989	6.998
09-1989	6.991
09-1989	6.959
09-1989	6.98
09-1989	6.95
09-1989	6.907
09-1989	6.903
09-1989	6.922
09-1989	6.908
09-1989	6.907
09-1989	6.894
09-1989	6.968
09-1989	6.95
09-1989	6.964
09-1989	6.976
09-1989	6.901
09-1989	6.918
09-1989	6.888
09-1989	6.917
09-1989	6.979
09-1989	7.053
09-1989	7.197
09-1989	7.229
09-1989	7.267
09-1989	7.213
09-1989	7.263
10-1989	7.453
10-1989	7.493
10-1989	7.588
10-1989	7.684
10-1989	7.687
10-1989	7.776
10-1989	7.917
10-1989	8.011
10-1989	8.077
10-1989	8.145
10-1989	8.263
10-1989	8.448
10-1989	8.6
10-1989	8.591
10-1989	8.664
10-1989	8.791
10-1989	8.897
10-1989	9.098
10-1989	9.255
10-1989	9.331
10-1989	9.424
10-1989	9.524
10-1989	9.622
10-1989	9.688
10-1989	9.735
10-1989	9.844
10-1989	9.925
10-1989	9.965
10-1989	10.042
10-1989	10.086
10-1989	10.072
11-1989	10.213
11-1989	10.294
11-1989	10.302
11-1989	10.348
11-1989	10.395
11-1989	10.419
11-1989	10.412
11-1989	10.461
11-1989	10.593
11-1989	10.696
11-1989	10.697
11-1989	10.667
11-1989	10.713
11-1989	10.794
11-1989	10.903
11-1989	10.842
11-1989	10.972
11-1989	11.049
11-1989	11.123
11-1989	11.262
11-1989	11.469
11-1989	11.577
11-1989	11.737
11-1989	11.919
11-1989	12.037
11-1989	12.117
11-1989	12.196
11-1989	12.334
11-1989	12.417
11-1989	12.499
12-1989	12.597
12-1989	12.705
12-1989	12.85
12-1989	12.988
12-1989	13.01
12-1989	13.018
12-1989	13.059
12-1989	13.083
12-1989	13.186
12-1989	13.173
12-1989	13.255
12-1989	13.323
12-1989	13.292
12-1989	13.32
12-1989	13.335
12-1989	13.284
12-1989	13.337
12-1989	13.468
12-1989	13.521
12-1989	13.555
12-1989	13.575
12-1989	13.564
12-1989	13.655
12-1989	13.746
12-1989	13.758
12-1989	13.771
12-1989	13.768
12-1989	13.889
12-1989	13.88
12-1989	13.927
12-1989	14.099
01-1990	14.319
01-1990	14.384
01-1990	14.283
01-1990	14.321
01-1990	14.303
01-1990	14.407
01-1990	14.497
01-1990	14.54
01-1990	14.623
01-1990	14.663
01-1990	14.66
01-1990	14.716
01-1990	14.685
01-1990	14.74
01-1990	14.728
01-1990	14.671
01-1990	14.741
01-1990	14.899
01-1990	14.959
01-1990	15.004
01-1990	14.977
01-1990	15.018
01-1990	15.023
01-1990	14.983
01-1990	15.021
01-1990	15.194
01-1990	15.074
01-1990	15.083
01-1990	15.17
01-1990	15.257
01-1990	15.318
02-1990	15.351
02-1990	15.39
02-1990	15.383
02-1990	15.36
02-1990	15.38
02-1990	15.277
02-1990	15.311
02-1990	15.369
02-1990	15.404
02-1990	15.598
02-1990	15.627
02-1990	15.527
02-1990	15.433
02-1990	15.433
02-1990	15.445
02-1990	15.539
02-1990	15.612
02-1990	15.64
02-1990	15.658
02-1990	15.753
02-1990	15.678
02-1990	15.681
02-1990	15.705
02-1990	15.79
02-1990	15.842
02-1990	15.938
02-1990	16.022
02-1990	16.044
03-1990	16.021
03-1990	16.058
03-1990	16.066
03-1990	16.084
03-1990	16.06
03-1990	16.001
03-1990	15.961
03-1990	15.992
03-1990	16.083
03-1990	16.095
03-1990	16.167
03-1990	16.249
03-1990	16.2
03-1990	16.173
03-1990	16.059
03-1990	15.98
03-1990	15.859
03-1990	15.739
03-1990	15.715
03-1990	15.627
03-1990	15.683
03-1990	15.734
03-1990	15.771
03-1990	15.74
03-1990	15.609
03-1990	15.564
03-1990	15.479
03-1990	15.483
03-1990	15.526
03-1990	15.54
03-1990	15.551
04-1990	15.533
04-1990	15.483
04-1990	15.551
04-1990	15.524
04-1990	15.455
04-1990	15.402
04-1990	15.393
04-1990	15.275
04-1990	15.037
04-1990	14.897
04-1990	14.85
04-1990	14.743
04-1990	14.664
04-1990	14.673
04-1990	14.627
04-1990	14.566
04-1990	14.384
04-1990	14.303
04-1990	14.247
04-1990	14.364
04-1990	14.322
04-1990	14.268
04-1990	14.212
04-1990	14.162
04-1990	14.051
04-1990	14.04
04-1990	13.981
04-1990	13.85
04-1990	13.798
04-1990	13.847
05-1990	13.621
05-1990	13.587
05-1990	13.571
05-1990	13.563
05-1990	13.6
05-1990	13.614
05-1990	13.609
05-1990	13.556
05-1990	13.502
05-1990	13.432
05-1990	13.423
05-1990	13.419
05-1990	13.31
05-1990	13.277
05-1990	13.284
05-1990	13.284
05-1990	13.217
05-1990	13.218
05-1990	13.167
05-1990	13.185
05-1990	13.155
05-1990	13.04
05-1990	12.969
05-1990	12.972
05-1990	12.922
05-1990	12.871
05-1990	12.794
05-1990	12.776
05-1990	12.753
05-1990	12.705
05-1990	12.605
06-1990	12.361
06-1990	12.258
06-1990	12.257
06-1990	12.16
06-1990	12.145
06-1990	12.107
06-1990	12.056
06-1990	12.002
06-1990	11.952
06-1990	11.927
06-1990	11.849
06-1990	11.773
06-1990	11.765
06-1990	11.751
06-1990	11.75
06-1990	11.682
06-1990	11.59
06-1990	11.497
06-1990	11.487
06-1990	11.372
06-1990	11.336
06-1990	11.34
06-1990	11.308
06-1990	11.229
06-1990	11.164
06-1990	11.116
06-1990	11.088
06-1990	11.049
06-1990	10.991
06-1990	10.855
07-1990	10.624
07-1990	10.571
07-1990	10.49
07-1990	10.438
07-1990	10.328
07-1990	10.305
07-1990	10.21
07-1990	10.079
07-1990	10.043
07-1990	9.881
07-1990	9.815
07-1990	9.711
07-1990	9.599
07-1990	9.548
07-1990	9.284
07-1990	9.16
07-1990	9.084
07-1990	9.04
07-1990	8.949
07-1990	8.86
07-1990	8.813
07-1990	8.759
07-1990	8.569
07-1990	8.451
07-1990	8.312
07-1990	8.208
07-1990	8.095
07-1990	7.912
07-1990	7.891
07-1990	7.864
07-1990	7.752
08-1990	7.686
08-1990	7.536
08-1990	7.52
08-1990	7.505
08-1990	7.368
08-1990	7.307
08-1990	7.15
08-1990	7.164
08-1990	7.098
08-1990	7.068
08-1990	7.018
08-1990	7.007
08-1990	6.924
08-1990	6.891
08-1990	6.861
08-1990	6.723
08-1990	6.649
08-1990	6.607
08-1990	6.6
08-1990	6.511
08-1990	6.564
08-1990	6.46
08-1990	6.41
08-1990	6.359
08-1990	6.318
08-1990	6.274
08-1990	6.254
08-1990	6.238
08-1990	6.21
08-1990	6.231
08-1990	6.211
09-1990	6.198
09-1990	6.191
09-1990	6.207
09-1990	6.116
09-1990	6.141
09-1990	6.162
09-1990	6.127
09-1990	6.161
09-1990	6.197
09-1990	6.117
09-1990	6.094
09-1990	6.147
09-1990	6.103
09-1990	6.111
09-1990	6.131
09-1990	6.089
09-1990	6.133
09-1990	6.035
09-1990	6.031
09-1990	6.066
09-1990	6.011
09-1990	6.039
09-1990	6.074
09-1990	6.125
09-1990	6.141
09-1990	6.135
09-1990	6.174
09-1990	6.252
09-1990	6.338
09-1990	6.438
10-1990	6.626
10-1990	6.74
10-1990	6.879
10-1990	7.063
10-1990	7.172
10-1990	7.196
10-1990	7.242
10-1990	7.294
10-1990	7.472
10-1990	7.608
10-1990	7.692
10-1990	7.846
10-1990	7.943
10-1990	8.137
10-1990	8.409
10-1990	8.551
10-1990	8.722
10-1990	8.977
10-1990	9.102
10-1990	9.297
10-1990	9.452
10-1990	9.549
10-1990	9.595
10-1990	9.579
10-1990	9.665
10-1990	9.757
10-1990	9.827
10-1990	9.854
10-1990	9.878
10-1990	9.906
10-1990	10.003
11-1990	10.155
11-1990	10.279
11-1990	10.317
11-1990	10.266
11-1990	10.337
11-1990	10.396
11-1990	10.521
11-1990	10.643
11-1990	10.696
11-1990	10.775
11-1990	10.822
11-1990	10.831
11-1990	10.928
11-1990	10.956
11-1990	11.018
11-1990	11.105
11-1990	11.19
11-1990	11.209
11-1990	11.248
11-1990	11.279
11-1990	11.503
11-1990	11.529
11-1990	11.535
11-1990	11.557
11-1990	11.68
11-1990	11.689
11-1990	11.763
11-1990	11.91
11-1990	12.056
11-1990	12.063
12-1990	12.279
12-1990	12.422
12-1990	12.47
12-1990	12.548
12-1990	12.643
12-1990	12.653
12-1990	12.613
12-1990	12.683
12-1990	12.756
12-1990	12.818
12-1990	12.845
12-1990	12.915
12-1990	13.019
12-1990	13.106
12-1990	13.158
12-1990	13.226
12-1990	13.353
12-1990	13.28
12-1990	13.324
12-1990	13.417
12-1990	13.525
12-1990	13.563
12-1990	13.62
12-1990	13.62
12-1990	13.601
12-1990	13.541
12-1990	13.48
12-1990	13.432
12-1990	13.439
12-1990	13.437
12-1990	13.486
01-1991	13.634
01-1991	13.831
01-1991	13.847
01-1991	13.858
01-1991	13.872
01-1991	13.958
01-1991	13.976
01-1991	13.985
01-1991	14.071
01-1991	14.141
01-1991	14.205
01-1991	14.212
01-1991	14.348
01-1991	14.346
01-1991	14.389
01-1991	14.404
01-1991	14.468
01-1991	14.458
01-1991	14.561
01-1991	14.577
01-1991	14.635
01-1991	14.642
01-1991	14.711
01-1991	14.715
01-1991	14.789
01-1991	14.742
01-1991	14.753
01-1991	14.762
01-1991	14.744
01-1991	14.813
01-1991	14.831
02-1991	14.852
02-1991	14.84
02-1991	14.86
02-1991	14.779
02-1991	14.855
02-1991	14.849
02-1991	14.886
02-1991	14.955
02-1991	15.018
02-1991	15.066
02-1991	15.12
02-1991	15.169
02-1991	15.28
02-1991	15.347
02-1991	15.372
02-1991	15.388
02-1991	15.412
02-1991	15.417
02-1991	15.499
02-1991	15.56
02-1991	15.467
02-1991	15.459
02-1991	15.596
02-1991	15.575
02-1991	15.647
02-1991	15.586
02-1991	15.6
02-1991	15.529
03-1991	15.488
03-1991	15.509
03-1991	15.422
03-1991	15.326
03-1991	15.352
03-1991	15.437
03-1991	15.39
03-1991	15.51
03-1991	15.487
03-1991	15.472
03-1991	15.454
03-1991	15.436
03-1991	15.459
03-1991	15.501
03-1991	15.472
03-1991	15.521
03-1991	15.48
03-1991	15.499
03-1991	15.536
03-1991	15.448
03-1991	15.379
03-1991	15.361
03-1991	15.27
03-1991	15.325
03-1991	15.388
